case_id,filename,shape_x,shape_y,shape_z,ndim,voxel_x_mm,voxel_y_mm,voxel_z_mm,fov_x_mm,fov_y_mm,fov_z_mm,anisotropy_ratio,dtype,int_min,int_max,int_mean,int_std,p1,p5,p95,p99,has_nan,has_inf
topaneu_center1_mr_586.nii,topaneu_center1_mr_586_0000.nii.gz,371,443,264,3,0.3906,0.3906,0.4501,144.92,173.05,118.83,1.1523,int16,0.0,856.0,55.7909,43.2339,0.0,1.0058,110.9985,153.9977,False,False
topaneu_center1_mr_596.nii,topaneu_center1_mr_596_0000.nii.gz,376,485,229,3,0.3819,0.3819,0.4503,143.61,185.24,103.11,1.1789,int16,0.0,770.0,61.9807,46.1496,0.0,1.9974,126.0011,169.004,False,False
topaneu_center1_mr_605.nii,topaneu_center1_mr_605_0000.nii.gz,615,739,140,3,0.2344,0.2344,0.7,144.14,173.2,98.0,2.9867,int16,0.0,981.0,109.256,67.2448,0.0,12.9932,196.9934,300.9987,False,False
topaneu_center1_mr_607.nii,topaneu_center1_mr_607_0000.nii.gz,583,733,137,3,0.2344,0.2344,0.7,136.64,171.8,95.9,2.9867,int16,0.0,373.0,41.2894,25.774,0.0,4.9972,84.9986,109.0001,False,False
topaneu_center1_mr_612.nii,topaneu_center1_mr_612_0000.nii.gz,383,485,332,3,0.3819,0.3819,0.4501,146.28,185.24,149.42,1.1783,int16,0.0,1130.0,64.946,49.1081,0.0,1.0001,130.9928,183.9968,False,False
topaneu_center1_mr_614.nii,topaneu_center1_mr_614_0000.nii.gz,368,460,248,3,0.3819,0.3819,0.45,140.56,175.69,111.6,1.1782,int16,0.0,1112.0,78.7514,56.4302,0.0,2.0022,153.0007,216.0031,False,False
topaneu_center1_mr_615.nii,topaneu_center1_mr_615_0000.nii.gz,356,490,246,3,0.3819,0.3819,0.45,135.97,187.15,110.7,1.1782,int16,0.0,1101.0,79.7331,55.3812,0.0,1.9992,156.9977,214.0007,False,False
topaneu_center1_mr_625.nii,topaneu_center1_mr_625_0000.nii.gz,574,705,262,3,0.2455,0.2455,0.5,140.94,173.1,131.0,2.0364,int16,0.0,815.0,75.0597,51.3858,0.0,0.0,138.9983,197.0003,False,False
topaneu_center1_mr_626.nii,topaneu_center1_mr_626_0000.nii.gz,570,710,177,3,0.2455,0.2455,0.5,139.96,174.33,88.5,2.0364,int16,0.0,1041.0,111.6158,70.939,0.0,12.9936,221.003,313.0069,False,False
topaneu_center1_mr_630.nii,topaneu_center1_mr_630_0000.nii.gz,380,449,264,3,0.3819,0.3819,0.4502,145.14,171.49,118.86,1.1788,int16,0.0,880.0,66.7512,48.5057,0.0,2.0008,131.9966,184.9967,False,False
topaneu_center1_mr_631.nii,topaneu_center1_mr_631_0000.nii.gz,394,484,209,3,0.3819,0.3819,0.4501,150.49,184.86,94.06,1.1783,int16,0.0,540.0,47.4781,34.4688,0.0,2.9993,102.0014,136.9961,False,False
topaneu_center1_mr_637.nii,topaneu_center1_mr_637_0000.nii.gz,402,472,240,3,0.3819,0.3819,0.4502,153.54,180.28,108.04,1.1786,int16,0.0,936.0,78.8157,53.7116,0.0,1.9995,153.9933,205.9957,False,False
topaneu_center1_mr_638.nii,topaneu_center1_mr_638_0000.nii.gz,368,481,233,3,0.3819,0.3819,0.45,140.56,183.72,104.86,1.1783,int16,0.0,1228.0,75.354,55.1038,0.0,2.005,143.009,196.0003,False,False
topaneu_center1_mr_647.nii,topaneu_center1_mr_647_0000.nii.gz,356,473,255,3,0.3819,0.3819,0.45,135.97,180.66,114.75,1.1782,int16,0.0,1182.0,66.1977,48.611,0.0,0.992,125.0087,162.0008,False,False
topaneu_center1_mr_653.nii,topaneu_center1_mr_653_0000.nii.gz,360,445,236,3,0.3819,0.3819,0.45,137.5,169.97,106.21,1.1783,int16,0.0,991.0,62.033,45.9778,0.0,1.9961,122.0018,154.9973,False,False
topaneu_center1_mr_660.nii,topaneu_center1_mr_660_0000.nii.gz,360,442,236,3,0.3819,0.3819,0.45,137.5,168.82,106.2,1.1781,int16,0.0,876.0,59.9853,44.4525,0.0,2.005,115.998,156.0051,False,False
topaneu_center1_mr_664.nii,topaneu_center1_mr_664_0000.nii.gz,386,418,248,3,0.3819,0.3819,0.45,147.43,159.65,111.6,1.1781,int16,0.0,1027.0,82.4293,56.4382,0.0,1.0029,156.005,209.0043,False,False
topaneu_center1_mr_670.nii,topaneu_center1_mr_670_0000.nii.gz,635,759,131,3,0.2344,0.2344,0.7,148.83,177.89,91.7,2.9867,int16,0.0,396.0,42.3677,26.3622,0.0,4.9972,75.9974,105.9988,False,False
topaneu_center1_mr_681.nii,topaneu_center1_mr_681_0000.nii.gz,528,653,147,3,0.2511,0.2511,0.7,132.59,163.98,102.9,2.7876,int16,1.9977,541.0,49.0643,30.3453,4.0045,6.0031,90.9966,117.9981,False,False
topaneu_center1_mr_682.nii,topaneu_center1_mr_682_0000.nii.gz,376,449,290,3,0.3819,0.3819,0.4499,143.61,171.49,130.47,1.1779,int16,0.0,1139.0,82.4542,57.8415,0.0,0.0,154.9951,215.9989,False,False
topaneu_center1_mr_693.nii,topaneu_center1_mr_693_0000.nii.gz,583,759,224,3,0.2344,0.2344,0.5,136.64,177.89,112.0,2.1333,int16,0.0,851.0,96.0013,57.9886,0.0,10.9987,166.0057,198.0018,False,False
topaneu_center1_mr_694.nii,topaneu_center1_mr_694_0000.nii.gz,374,438,208,3,0.3906,0.3906,0.5,146.09,171.09,104.0,1.28,int16,0.0,1062.0,66.3294,47.9028,0.0,1.9932,126.9992,165.0001,False,False
topaneu_center1_mr_697.nii,topaneu_center1_mr_697_0000.nii.gz,352,429,236,3,0.3819,0.3819,0.45,134.44,163.85,106.19,1.1781,int16,0.0,830.0,61.5625,44.6466,0.0,1.0005,116.9992,164.9995,False,False
topaneu_center1_mr_702.nii,topaneu_center1_mr_702_0000.nii.gz,526,635,154,3,0.2511,0.2511,0.7,132.09,159.46,107.81,2.7877,int16,2.9984,655.0,70.6403,43.6535,5.993,7.9928,124.007,176.9948,False,False
topaneu_center1_mr_713.nii,topaneu_center1_mr_713_0000.nii.gz,364,438,243,3,0.3819,0.3819,0.4499,139.03,167.29,109.33,1.178,int16,0.0,1092.0,76.8847,54.7993,0.0,1.9995,162.996,203.0035,False,False
topaneu_center1_mr_720.nii,topaneu_center1_mr_720_0000.nii.gz,354,430,168,3,0.4102,0.4102,0.5499,145.2,176.37,92.39,1.3408,int16,0.0,374.0,41.8093,28.7166,0.0,0.9987,79.999,111.9974,False,False
topaneu_center1_mr_727.nii,topaneu_center1_mr_727_0000.nii.gz,348,437,216,3,0.3819,0.3819,0.4499,132.92,166.91,97.19,1.1781,int16,0.0,915.0,65.6556,49.699,0.0,1.9966,144.0041,187.9984,False,False
topaneu_center1_mr_729.nii,topaneu_center1_mr_729_0000.nii.gz,360,441,246,3,0.3819,0.3819,0.4501,137.5,168.44,110.73,1.1785,int16,0.0,562.0,61.2247,39.5234,0.0,1.9981,127.0042,154.0001,False,False
topaneu_center1_mr_731.nii,topaneu_center1_mr_731_0000.nii.gz,368,457,216,3,0.3819,0.3819,0.4501,140.56,174.55,97.21,1.1783,float32,0.0,978.0,82.8158,61.2914,0.0,0.0,166.007,222.9992,False,False
topaneu_center1_mr_732.nii,topaneu_center1_mr_732_0000.nii.gz,406,473,264,3,0.3819,0.3819,0.4502,155.07,180.66,118.86,1.1788,int16,0.0,652.0,55.8257,38.2525,0.0,1.9997,118.9986,165.9971,False,False
topaneu_center1_mr_740.nii,topaneu_center1_mr_740_0000.nii.gz,360,434,248,3,0.3819,0.3819,0.4498,137.5,165.76,111.55,1.1777,int16,0.0,825.0,66.2737,47.0516,0.0,2.0016,123.0041,151.9959,False,False
topaneu_center1_mr_741.nii,topaneu_center1_mr_741_0000.nii.gz,605,726,222,3,0.2344,0.2344,0.5001,141.8,170.16,111.01,2.1336,int16,0.0,895.0,70.1012,46.187,0.0,7.006,126.9948,179.0,False,False
topaneu_center1_mr_742.nii,topaneu_center1_mr_742_0000.nii.gz,368,430,206,3,0.3819,0.3819,0.45,140.56,164.24,92.69,1.1781,int16,0.0,884.0,73.601,55.6193,0.0,1.9964,169.0034,215.0008,False,False
topaneu_center1_mr_744.nii,topaneu_center1_mr_744_0000.nii.gz,361,445,246,3,0.3819,0.3819,0.4499,137.88,169.97,110.69,1.178,int16,0.0,721.0,59.0623,42.5492,0.0,3.0035,118.995,160.9997,False,False
topaneu_center1_mr_750.nii,topaneu_center1_mr_750_0000.nii.gz,584,778,134,3,0.2344,0.2344,0.7,136.88,182.34,93.8,2.9867,float32,0.0,490.0,40.7178,30.2897,0.0,0.0,80.0031,107.9966,False,False
topaneu_center1_mr_760.nii,topaneu_center1_mr_760_0000.nii.gz,529,689,197,3,0.2511,0.2511,0.7,132.84,173.02,137.9,2.7876,int16,0.0,724.0,68.5706,47.5717,0.0,7.9984,129.9963,181.0028,False,False
topaneu_center1_mr_763.nii,topaneu_center1_mr_763_0000.nii.gz,356,434,219,3,0.3819,0.3819,0.4499,135.97,165.76,98.53,1.1779,int16,0.0,1048.0,81.9331,60.0805,0.0,1.9989,168.0062,221.0019,False,False
topaneu_center1_mr_765.nii,topaneu_center1_mr_765_0000.nii.gz,387,430,240,3,0.3819,0.3819,0.45,147.81,164.24,108.0,1.1782,int16,0.0,1010.0,71.2859,53.4119,0.0,2.0035,151.003,203.0018,False,False
topaneu_center1_mr_770.nii,topaneu_center1_mr_770_0000.nii.gz,364,445,243,3,0.3819,0.3819,0.4509,139.03,169.97,109.57,1.1805,int16,0.0,878.0,68.7768,51.3726,0.0,1.9962,135.0058,194.9995,False,False
topaneu_center1_mr_772.nii,topaneu_center1_mr_772_0000.nii.gz,544,659,152,3,0.2511,0.2511,0.7,136.61,165.49,106.4,2.7876,int16,1.9993,522.0,57.8285,34.5318,4.9986,6.9982,115.9972,138.9999,False,False
topaneu_center1_mr_774.nii,topaneu_center1_mr_774_0000.nii.gz,594,671,152,3,0.2623,0.2623,0.7,155.79,175.99,106.4,2.6689,float32,0.0,390.0,40.0986,28.772,0.0,0.0,74.9994,108.0003,False,False
topaneu_center1_mr_775.nii,topaneu_center1_mr_775_0000.nii.gz,388,453,223,3,0.3819,0.3819,0.4501,148.19,173.02,100.37,1.1784,int16,0.0,599.0,63.6836,39.6511,0.0,2.998,122.9991,159.9984,False,False
topaneu_center1_mr_776.nii,topaneu_center1_mr_776_0000.nii.gz,586,644,200,3,0.2455,0.2455,0.5,143.88,158.13,100.0,2.0364,int16,0.0,849.0,77.9766,50.6479,0.0,8.0061,148.9944,225.9984,False,False
topaneu_center1_mr_788.nii,topaneu_center1_mr_788_0000.nii.gz,348,430,216,3,0.3819,0.3819,0.45,132.92,164.24,97.19,1.1781,int16,0.0,822.0,65.7382,44.6061,0.0,2.9978,147.9939,174.9988,False,False
topaneu_center1_mr_789.nii,topaneu_center1_mr_789_0000.nii.gz,550,677,144,3,0.2511,0.2511,0.7,138.11,170.01,100.8,2.7875,int16,0.0,588.0,70.1851,43.6684,0.0,6.9984,129.9997,169.0023,False,False
topaneu_center1_mr_790.nii,topaneu_center1_mr_790_0000.nii.gz,366,485,248,3,0.3819,0.3819,0.45,139.79,185.24,111.6,1.1782,int16,0.0,916.0,76.7228,50.4059,0.0,1.9987,141.995,192.9981,False,False
topaneu_center1_mr_792.nii,topaneu_center1_mr_792_0000.nii.gz,568,741,200,3,0.2455,0.2455,0.5,139.46,181.94,100.0,2.0364,int16,0.0,1073.0,93.2952,56.3725,0.0,11.0026,156.0013,208.0017,False,False
topaneu_center1_mr_795.nii,topaneu_center1_mr_795_0000.nii.gz,622,784,220,3,0.2344,0.2344,0.5,145.78,183.75,110.0,2.1333,int16,0.0,1105.0,111.9815,71.0543,0.0,10.9935,218.9935,312.9948,False,False
topaneu_center1_mr_797.nii,topaneu_center1_mr_797_0000.nii.gz,368,449,248,3,0.3819,0.3819,0.4499,140.56,171.49,111.58,1.178,int16,0.0,856.0,69.0647,49.1061,0.0,1.9984,132.0018,185.0062,False,False
topaneu_center1_mr_800.nii,topaneu_center1_mr_800_0000.nii.gz,386,449,246,3,0.3819,0.3819,0.4501,147.43,171.49,110.72,1.1783,int16,0.0,1441.0,88.452,59.2151,0.0,2.0009,158.997,198.9937,False,False
topaneu_center1_mr_804.nii,topaneu_center1_mr_804_0000.nii.gz,360,433,248,3,0.3819,0.3819,0.45,137.5,165.38,111.6,1.1782,int16,0.0,861.0,60.512,42.1778,0.0,1.997,115.9956,157.9978,False,False
topaneu_center1_mr_807.nii,topaneu_center1_mr_807_0000.nii.gz,364,445,243,3,0.3819,0.3819,0.4501,139.03,169.97,109.38,1.1785,int16,0.0,991.0,74.6553,51.7126,0.0,1.9961,146.998,202.9936,False,False
topaneu_center1_mr_810.nii,topaneu_center1_mr_810_0000.nii.gz,332,430,176,3,0.4102,0.4102,0.5499,136.17,176.37,96.78,1.3407,int16,0.0,433.0,42.2188,28.2681,0.0,2.002,85.0011,110.0026,False,False
topaneu_center1_mr_816.nii,topaneu_center1_mr_816_0000.nii.gz,356,453,223,3,0.3819,0.3819,0.4501,135.97,173.02,100.37,1.1784,int16,0.0,892.0,66.8708,48.7849,0.0,2.0008,119.995,157.0034,False,False
topaneu_center1_mr_819.nii,topaneu_center1_mr_819_0000.nii.gz,368,500,229,3,0.3819,0.3819,0.45,140.56,190.97,103.05,1.1782,int16,0.0,677.0,49.1031,35.6104,0.0,2.0041,99.9979,133.9951,False,False
topaneu_center1_mr_823.nii,topaneu_center1_mr_823_0000.nii.gz,394,449,248,3,0.3819,0.3819,0.45,150.49,171.49,111.6,1.1782,int16,0.0,1025.0,71.9825,52.5954,0.0,2.002,139.9981,202.998,False,False
topaneu_center1_mr_840.nii,topaneu_center1_mr_840_0000.nii.gz,367,461,248,3,0.3819,0.3819,0.45,140.17,176.08,111.61,1.1783,int16,0.0,1045.0,80.5694,56.7033,0.0,1.9932,165.0059,227.0027,False,False
topaneu_center1_mr_842.nii,topaneu_center1_mr_842_0000.nii.gz,364,465,213,3,0.3819,0.3819,0.4499,139.03,177.6,95.84,1.178,int16,0.0,819.0,55.336,39.2291,0.0,2.9993,105.001,132.9946,False,False
topaneu_center1_mr_848.nii,topaneu_center1_mr_848_0000.nii.gz,570,708,192,3,0.2344,0.2344,0.5,133.59,165.94,96.0,2.1333,int16,0.0,939.0,97.2258,62.0756,0.0,10.0011,175.0049,238.0061,False,False
topaneu_center1_mr_850.nii,topaneu_center1_mr_850_0000.nii.gz,380,453,248,3,0.3819,0.3819,0.4499,145.14,173.02,111.57,1.1779,int16,0.0,1011.0,58.7027,43.8585,0.0,1.0027,113.0018,158.002,False,False
topaneu_center1_mr_871.nii,topaneu_center1_mr_871_0000.nii.gz,624,759,288,3,0.2344,0.2344,0.5,146.25,177.89,143.99,2.1333,int16,0.0,862.0,68.9647,51.1294,0.0,0.0,133.0059,170.0061,False,False
topaneu_center1_mr_877.nii,topaneu_center1_mr_877_0000.nii.gz,564,737,154,3,0.2511,0.2511,0.7,141.63,185.07,107.8,2.7876,int16,0.0,473.0,45.5521,30.6152,0.0,3.9985,81.9982,114.0007,False,False
topaneu_center1_mr_891.nii,topaneu_center1_mr_891_0000.nii.gz,380,449,290,3,0.3819,0.3819,0.45,145.14,171.49,130.5,1.1782,int16,0.0,1220.0,70.9875,53.9068,0.0,0.0,136.0085,192.9922,False,False
topaneu_center1_mr_892.nii,topaneu_center1_mr_892_0000.nii.gz,372,457,229,3,0.3819,0.3819,0.4499,142.08,174.55,103.03,1.178,int16,0.0,809.0,55.6439,41.7581,0.0,0.9999,110.0023,154.9982,False,False
topaneu_center1_mr_895.nii,topaneu_center1_mr_895_0000.nii.gz,564,650,224,3,0.2344,0.2344,0.5,132.19,152.34,112.0,2.1333,int16,7.002,898.0001,107.4739,60.1638,12.0053,16.0024,191.9995,259.9919,False,False
topaneu_center1_mr_896.nii,topaneu_center1_mr_896_0000.nii.gz,384,473,213,3,0.3819,0.3819,0.4498,146.67,180.66,95.8,1.1776,int16,0.0,955.0,64.8879,49.3417,0.0,1.9964,130.0001,186.0017,False,False
topaneu_center1_mr_902.nii,topaneu_center1_mr_902_0000.nii.gz,376,493,240,3,0.3819,0.3819,0.45,143.61,188.3,107.99,1.1781,int16,0.0,1169.0,99.0595,68.9529,0.0,2.9967,210.0044,279.001,False,False
topaneu_center1_mr_909.nii,topaneu_center1_mr_909_0000.nii.gz,372,418,223,3,0.3819,0.3819,0.4499,142.08,159.65,100.34,1.178,int16,0.0,1026.0,67.4174,50.6061,0.0,2.0039,132.9957,179.9942,False,False
topaneu_center1_mr_910.nii,topaneu_center1_mr_910_0000.nii.gz,372,453,240,3,0.3819,0.3819,0.45,142.08,173.02,107.99,1.1781,int16,0.0,946.0,72.2998,53.2047,0.0,2.0065,137.0029,184.0034,False,False
topaneu_center1_mr_911.nii,topaneu_center1_mr_911_0000.nii.gz,395,469,246,3,0.3819,0.3819,0.45,150.87,179.13,110.7,1.1782,int16,0.0,746.0,43.6201,29.9868,0.0,3.0052,89.0055,121.0037,False,False
topaneu_center1_mr_917.nii,topaneu_center1_mr_917_0000.nii.gz,346,458,203,3,0.3906,0.3906,0.4992,135.16,178.91,101.34,1.2779,int16,0.0,907.0,57.6589,42.0193,0.0,0.9965,113.9995,160.9999,False,False
topaneu_center1_mr_920.nii,topaneu_center1_mr_920_0000.nii.gz,400,465,344,3,0.3819,0.3819,0.4504,152.78,177.6,154.93,1.1792,int16,0.0,853.0,55.5758,45.666,0.0,0.0,117.0003,168.999,False,False
topaneu_center1_mr_921.nii,topaneu_center1_mr_921_0000.nii.gz,359,441,248,3,0.3819,0.3819,0.4498,137.12,168.44,111.55,1.1776,int16,0.0,976.0,65.0276,47.0123,0.0,1.9956,125.9931,168.0057,False,False
topaneu_center1_mr_922.nii,topaneu_center1_mr_922_0000.nii.gz,540,689,136,3,0.2511,0.2511,0.7,135.6,173.02,95.2,2.7875,int16,0.0,444.0,42.7767,28.6883,0.0,3.9973,76.002,98.0005,False,False
topaneu_center1_mr_924.nii,topaneu_center1_mr_924_0000.nii.gz,394,476,246,3,0.3819,0.3819,0.4498,150.49,181.81,110.66,1.1778,float32,0.0,1065.0,63.3274,52.8411,0.0,0.0,130.9982,194.994,False,False
topaneu_center1_mr_926.nii,topaneu_center1_mr_926_0000.nii.gz,360,422,209,3,0.3819,0.3819,0.4498,137.5,161.18,94.01,1.1776,int16,0.0,776.0,57.7246,42.9344,0.0,2.0011,117.0009,154.0041,False,False
topaneu_center1_mr_928.nii,topaneu_center1_mr_928_0000.nii.gz,556,686,200,3,0.2455,0.2455,0.5,136.52,168.44,100.0,2.0364,int16,0.0,1098.0,104.4155,60.6153,0.0,10.0024,176.9935,258.0011,False,False
topaneu_center1_mr_939.nii,topaneu_center1_mr_939_0000.nii.gz,368,468,219,3,0.3819,0.3819,0.4505,140.56,178.75,98.66,1.1795,int16,0.0,1023.0,62.6543,45.3963,0.0,1.9981,124.0057,166.9956,False,False
topaneu_center1_mr_940.nii,topaneu_center1_mr_940_0000.nii.gz,384,458,248,3,0.3906,0.3906,0.5001,150.0,178.91,124.01,1.2801,int16,0.0,825.0,80.1573,55.0877,0.0,2.0016,157.0062,220.0,False,False
topaneu_center1_mr_942.nii,topaneu_center1_mr_942_0000.nii.gz,386,465,248,3,0.3819,0.3819,0.45,147.43,177.6,111.6,1.1782,int16,0.0,1007.0,68.2503,51.6369,0.0,1.9976,139.9981,188.001,False,False
topaneu_center1_mr_944.nii,topaneu_center1_mr_944_0000.nii.gz,372,489,226,3,0.3819,0.3819,0.45,142.08,186.77,101.7,1.1782,int16,0.0,986.0,67.5258,47.3904,0.0,2.001,122.0031,167.9969,False,False
topaneu_center1_mr_959.nii,topaneu_center1_mr_959_0000.nii.gz,371,410,233,3,0.3819,0.3819,0.4499,141.7,156.6,104.83,1.1779,int16,0.0,825.0,73.2403,52.8735,0.0,2.0016,153.003,206.0014,False,False
topaneu_center1_mr_961.nii,topaneu_center1_mr_961_0000.nii.gz,340,452,240,3,0.3819,0.3819,0.45,129.86,172.64,108.0,1.1782,int16,0.0,1038.0,81.5549,61.4111,0.0,1.9957,183.0022,232.0077,False,False
topaneu_center1_mr_975.nii,topaneu_center1_mr_975_0000.nii.gz,368,445,248,3,0.3819,0.3819,0.4507,140.56,169.97,111.77,1.1799,int16,0.0,998.0,62.2019,46.3334,0.0,1.0051,121.0057,166.0059,False,False
topaneu_center1_mr_981.nii,topaneu_center1_mr_981_0000.nii.gz,368,434,223,3,0.3819,0.3819,0.4499,140.56,165.76,100.32,1.1779,int16,0.0,1135.0,81.7903,57.9934,0.0,1.9917,163.0063,232.0052,False,False
topaneu_center1_mr_991.nii,topaneu_center1_mr_991_0000.nii.gz,574,701,224,3,0.2344,0.2344,0.5,134.53,164.3,112.0,2.1332,int16,0.0,1200.0,86.2916,49.8439,0.0,9.0089,156.0082,194.0032,False,False
topaneu_center2_ct_105.nii,topaneu_center2_ct_105_0000.nii.gz,286,358,221,3,0.4883,0.4883,0.625,139.65,174.8,138.12,1.28,int16,-1023.9546,2190.9985,-47.8013,717.6351,-1003.9393,-1000.0148,1563.9514,1741.9795,False,False
topaneu_center2_ct_107.nii,topaneu_center2_ct_107_0000.nii.gz,289,328,215,3,0.4883,0.4883,0.625,141.11,160.16,134.38,1.28,int16,-1023.9545,2160.9583,-93.7849,659.1401,-1006.0216,-999.9954,1328.026,1636.9677,False,False
topaneu_center2_ct_108.nii,topaneu_center2_ct_108_0000.nii.gz,286,383,227,3,0.4512,0.4512,0.625,129.04,172.8,141.88,1.3853,int16,-1023.9545,2232.0132,-76.1714,661.7844,-1007.0127,-1000.0074,1347.012,1632.9866,False,False
topaneu_center2_ct_109.nii,topaneu_center2_ct_109_0000.nii.gz,215,285,220,3,0.625,0.625,0.625,134.38,178.12,137.5,1.0,int16,-1023.9545,2183.0002,-40.2168,678.8955,-1008.9804,-999.9764,1466.9834,1740.0406,False,False
topaneu_center2_ct_112.nii,topaneu_center2_ct_112_0000.nii.gz,235,261,246,3,0.625,0.625,0.625,146.88,163.12,153.75,1.0,int16,-1023.9546,2059.9563,-164.1289,555.4935,-1003.014,-1000.0023,751.0059,1332.0244,False,False
topaneu_center2_ct_113.nii,topaneu_center2_ct_113_0000.nii.gz,265,355,228,3,0.4883,0.4883,0.625,129.39,173.34,142.5,1.28,int16,-1023.9545,2152.03,-52.5657,665.5464,-1007.9619,-1000.0141,1449.0342,1689.9893,False,False
topaneu_center2_ct_118.nii,topaneu_center2_ct_118_0000.nii.gz,271,334,250,3,0.4883,0.4883,0.625,132.32,163.09,156.25,1.28,int16,-1023.9545,3070.9998,-102.4558,607.0856,-1003.9594,-1000.0228,1058.9829,1405.962,False,False
topaneu_center2_ct_119.nii,topaneu_center2_ct_119_0000.nii.gz,277,365,236,3,0.4883,0.4883,0.625,135.25,178.22,147.5,1.28,int16,-3023.9998,2261.0303,-105.2204,622.9348,-1006.0352,-999.9869,1111.0414,1602.0044,False,False
topaneu_center2_ct_120.nii,topaneu_center2_ct_120_0000.nii.gz,276,351,253,3,0.5156,0.5156,0.625,142.31,180.98,158.12,1.2121,int16,-1023.9545,2096.9717,-123.5159,667.5659,-1007.9534,-1000.0005,1265.9629,1616.9867,False,False
topaneu_center2_ct_125.nii,topaneu_center2_ct_125_0000.nii.gz,293,377,204,3,0.457,0.457,0.7,133.91,172.3,142.8,1.5317,int16,-1024.0,3043.0,100.8446,744.1896,-1000.9763,-999.9834,1607.0297,2003.0245,False,False
topaneu_center2_ct_126.nii,topaneu_center2_ct_126_0000.nii.gz,277,343,115,3,0.4883,0.4883,1.25,135.25,167.48,143.75,2.56,int16,-1023.0245,2516.9766,-61.7414,654.1958,-1000.0133,-1000.0133,1268.9689,1691.0034,False,False
topaneu_center2_ct_127.nii,topaneu_center2_ct_127_0000.nii.gz,334,403,152,3,0.4102,0.4102,1.0,136.99,165.29,152.0,2.4381,int16,-2048.0,2227.0115,-65.8956,678.7758,-1005.9762,-999.9748,1423.0209,1717.0238,False,False
topaneu_center2_ct_128.nii,topaneu_center2_ct_128_0000.nii.gz,233,297,242,3,0.5938,0.5938,0.625,138.34,176.34,151.25,1.0526,int16,-1023.9545,2206.9951,-41.8593,694.8316,-1013.9957,-999.9942,1471.9646,1740.0149,False,False
topaneu_center2_ct_130.nii,topaneu_center2_ct_130_0000.nii.gz,241,315,239,3,0.543,0.543,0.625,130.86,171.04,149.38,1.1511,int16,-1023.9545,2205.042,-87.3689,608.6677,-1003.9504,-1000.0087,1110.036,1531.0596,False,False
topaneu_center2_ct_134.nii,topaneu_center2_ct_134_0000.nii.gz,217,282,222,3,0.582,0.582,0.6,126.3,164.13,133.2,1.0309,int16,-1024.0,3071.0,-85.3413,548.6411,-1002.005,-1000.0055,849.0087,1269.9749,False,False
topaneu_center2_ct_137.nii,topaneu_center2_ct_137_0000.nii.gz,287,320,270,3,0.5039,0.5039,0.625,144.62,161.25,168.75,1.2403,int16,-1023.9545,2250.9861,-44.3001,656.8039,-1000.0178,-1000.0178,1398.9568,1709.9849,False,False
topaneu_center2_ct_138.nii,topaneu_center2_ct_138_0000.nii.gz,334,432,205,3,0.4102,0.4102,0.8,136.99,177.19,164.0,1.9505,int16,-2048.0,2750.9795,-119.7805,644.7464,-2048.0,-999.9647,1178.9998,1586.9514,False,False
topaneu_center2_ct_141.nii,topaneu_center2_ct_141_0000.nii.gz,331,414,499,3,0.4121,0.4121,0.3,136.41,170.61,149.7,1.3737,int16,-1024.0,2229.0054,-134.3741,603.9356,-1017.0011,-999.9753,1038.0485,1551.9969,False,False
topaneu_center2_ct_142.nii,topaneu_center2_ct_142_0000.nii.gz,299,366,266,3,0.457,0.457,0.6,136.65,167.27,159.6,1.3128,int16,-1024.0,2767.0071,-112.155,633.3054,-1006.0096,-999.9935,1122.9937,1687.9858,False,False
topaneu_center2_ct_144.nii,topaneu_center2_ct_144_0000.nii.gz,307,365,307,3,0.4883,0.4883,0.5,149.9,178.22,153.5,1.024,int16,-1024.0,1538.9757,-185.3794,566.0711,-1015.9828,-1004.9933,834.0059,1107.0223,False,False
topaneu_center2_ct_147.nii,topaneu_center2_ct_147_0000.nii.gz,319,369,338,3,0.4648,0.4648,0.45,148.29,171.53,152.08,1.0331,int16,-1024.0,1912.0189,-101.3661,617.0697,-1015.0399,-999.9868,1055.9657,1406.0389,False,False
topaneu_center2_ct_150.nii,topaneu_center2_ct_150_0000.nii.gz,301,365,251,3,0.4551,0.4551,0.625,136.98,166.1,156.88,1.3734,int16,-3024.0,3071.0,-133.1334,641.3679,-1007.0279,-999.9596,1301.9758,1649.9958,False,False
topaneu_center2_ct_154.nii,topaneu_center2_ct_154_0000.nii.gz,395,396,463,3,0.3418,0.3418,0.2999,135.01,135.35,138.87,1.1396,int16,-1024.0,3071.0,5.5609,545.0005,-1008.0037,-1000.0055,1156.001,1401.0073,False,False
topaneu_center2_ct_156.nii,topaneu_center2_ct_156_0000.nii.gz,258,330,232,3,0.4941,0.4941,0.625,127.49,163.07,145.0,1.2648,int16,-1023.9545,2185.0464,-99.6327,667.2285,-1012.9861,-1000.0101,1379.9928,1657.974,False,False
topaneu_center2_ct_160.nii,topaneu_center2_ct_160_0000.nii.gz,274,348,211,3,0.4766,0.4766,0.625,130.58,165.84,131.88,1.3115,int16,-1023.9546,2281.0261,-103.5054,597.4615,-1007.0098,-1000.0,995.9996,1486.9432,False,False
topaneu_center2_ct_161.nii,topaneu_center2_ct_161_0000.nii.gz,276,334,235,3,0.5039,0.5039,0.625,139.08,168.3,146.88,1.2403,int16,-1023.9546,2224.0149,-70.6218,660.4991,-1013.9929,-1000.0167,1368.0001,1690.988,False,False
