rel_path,folder,filename,ext,size_bytes,size_kb,size_mb
images\topaneu_center1_mr_428_0000.nii.gz,images,topaneu_center1_mr_428_0000.nii.gz,.nii.gz,47468865,46356.31,45.2698
images\topaneu_center1_mr_436_0000.nii.gz,images,topaneu_center1_mr_436_0000.nii.gz,.nii.gz,26445185,25825.38,25.2201
images\topaneu_center1_mr_439_0000.nii.gz,images,topaneu_center1_mr_439_0000.nii.gz,.nii.gz,35768682,34930.35,34.1117
images\topaneu_center1_mr_443_0000.nii.gz,images,topaneu_center1_mr_443_0000.nii.gz,.nii.gz,20801968,20314.42,19.8383
images\topaneu_center1_mr_463_0000.nii.gz,images,topaneu_center1_mr_463_0000.nii.gz,.nii.gz,55798558,54490.78,53.2137
images\topaneu_center1_mr_474_0000.nii.gz,images,topaneu_center1_mr_474_0000.nii.gz,.nii.gz,37071262,36202.4,35.3539
images\topaneu_center1_mr_477_0000.nii.gz,images,topaneu_center1_mr_477_0000.nii.gz,.nii.gz,36980174,36113.45,35.267
images\topaneu_center1_mr_483_0000.nii.gz,images,topaneu_center1_mr_483_0000.nii.gz,.nii.gz,39157277,38239.53,37.3433
images\topaneu_center1_mr_489_0000.nii.gz,images,topaneu_center1_mr_489_0000.nii.gz,.nii.gz,71610401,69932.03,68.293
images\topaneu_center1_mr_490_0000.nii.gz,images,topaneu_center1_mr_490_0000.nii.gz,.nii.gz,34636449,33824.66,33.0319
images\topaneu_center1_mr_494_0000.nii.gz,images,topaneu_center1_mr_494_0000.nii.gz,.nii.gz,31706066,30962.96,30.2373
images\topaneu_center1_mr_496_0000.nii.gz,images,topaneu_center1_mr_496_0000.nii.gz,.nii.gz,39104093,38187.59,37.2926
images\topaneu_center1_mr_499_0000.nii.gz,images,topaneu_center1_mr_499_0000.nii.gz,.nii.gz,44181454,43145.95,42.1347
images\topaneu_center1_mr_501_0000.nii.gz,images,topaneu_center1_mr_501_0000.nii.gz,.nii.gz,46566748,45475.34,44.4095
images\topaneu_center1_mr_509_0000.nii.gz,images,topaneu_center1_mr_509_0000.nii.gz,.nii.gz,45901240,44825.43,43.7748
images\topaneu_center1_mr_516_0000.nii.gz,images,topaneu_center1_mr_516_0000.nii.gz,.nii.gz,33832391,33039.44,32.2651
images\topaneu_center1_mr_522_0000.nii.gz,images,topaneu_center1_mr_522_0000.nii.gz,.nii.gz,43164645,42152.97,41.165
images\topaneu_center1_mr_523_0000.nii.gz,images,topaneu_center1_mr_523_0000.nii.gz,.nii.gz,52314100,51087.99,49.8906
images\topaneu_center1_mr_525_0000.nii.gz,images,topaneu_center1_mr_525_0000.nii.gz,.nii.gz,83034475,81088.35,79.1878
images\topaneu_center1_mr_527_0000.nii.gz,images,topaneu_center1_mr_527_0000.nii.gz,.nii.gz,42968845,41961.76,40.9783
images\topaneu_center1_mr_528_0000.nii.gz,images,topaneu_center1_mr_528_0000.nii.gz,.nii.gz,44366320,43326.48,42.311
images\topaneu_center1_mr_538_0000.nii.gz,images,topaneu_center1_mr_538_0000.nii.gz,.nii.gz,43718253,42693.61,41.693
images\topaneu_center1_mr_554_0000.nii.gz,images,topaneu_center1_mr_554_0000.nii.gz,.nii.gz,35780729,34942.12,34.1232
images\topaneu_center1_mr_560_0000.nii.gz,images,topaneu_center1_mr_560_0000.nii.gz,.nii.gz,38129740,37236.07,36.3634
images\topaneu_center1_mr_561_0000.nii.gz,images,topaneu_center1_mr_561_0000.nii.gz,.nii.gz,71087641,69421.52,67.7945
images\topaneu_center1_mr_572_0000.nii.gz,images,topaneu_center1_mr_572_0000.nii.gz,.nii.gz,34427817,33620.92,32.8329
images\topaneu_center1_mr_577_0000.nii.gz,images,topaneu_center1_mr_577_0000.nii.gz,.nii.gz,49584184,48422.05,47.2872
images\topaneu_center1_mr_581_0000.nii.gz,images,topaneu_center1_mr_581_0000.nii.gz,.nii.gz,38841750,37931.4,37.0424
images\topaneu_center1_mr_585_0000.nii.gz,images,topaneu_center1_mr_585_0000.nii.gz,.nii.gz,46500500,45410.64,44.3463
images\topaneu_center1_mr_586_0000.nii.gz,images,topaneu_center1_mr_586_0000.nii.gz,.nii.gz,41306453,40338.33,39.3929
images\topaneu_center1_mr_596_0000.nii.gz,images,topaneu_center1_mr_596_0000.nii.gz,.nii.gz,42974555,41967.34,40.9837
images\topaneu_center1_mr_605_0000.nii.gz,images,topaneu_center1_mr_605_0000.nii.gz,.nii.gz,62097478,60642.07,59.2208
images\topaneu_center1_mr_607_0000.nii.gz,images,topaneu_center1_mr_607_0000.nii.gz,.nii.gz,40684193,39730.66,38.7995
images\topaneu_center1_mr_612_0000.nii.gz,images,topaneu_center1_mr_612_0000.nii.gz,.nii.gz,61519373,60077.51,58.6694
images\topaneu_center1_mr_614_0000.nii.gz,images,topaneu_center1_mr_614_0000.nii.gz,.nii.gz,44003818,42972.48,41.9653
images\topaneu_center1_mr_615_0000.nii.gz,images,topaneu_center1_mr_615_0000.nii.gz,.nii.gz,43473797,42454.88,41.4598
images\topaneu_center1_mr_625_0000.nii.gz,images,topaneu_center1_mr_625_0000.nii.gz,.nii.gz,90814878,88686.4,86.6078
images\topaneu_center1_mr_626_0000.nii.gz,images,topaneu_center1_mr_626_0000.nii.gz,.nii.gz,71296491,69625.48,67.9936
images\topaneu_center1_mr_630_0000.nii.gz,images,topaneu_center1_mr_630_0000.nii.gz,.nii.gz,45146743,44088.62,43.0553
images\topaneu_center1_mr_631_0000.nii.gz,images,topaneu_center1_mr_631_0000.nii.gz,.nii.gz,37035182,36167.17,35.3195
images\topaneu_center1_mr_637_0000.nii.gz,images,topaneu_center1_mr_637_0000.nii.gz,.nii.gz,47848488,46727.04,45.6319
images\topaneu_center1_mr_638_0000.nii.gz,images,topaneu_center1_mr_638_0000.nii.gz,.nii.gz,46415421,45327.56,44.2652
images\topaneu_center1_mr_647_0000.nii.gz,images,topaneu_center1_mr_647_0000.nii.gz,.nii.gz,41686125,40709.11,39.755
images\topaneu_center1_mr_653_0000.nii.gz,images,topaneu_center1_mr_653_0000.nii.gz,.nii.gz,37518535,36639.19,35.7805
images\topaneu_center1_mr_660_0000.nii.gz,images,topaneu_center1_mr_660_0000.nii.gz,.nii.gz,37066157,36197.42,35.349
images\topaneu_center1_mr_664_0000.nii.gz,images,topaneu_center1_mr_664_0000.nii.gz,.nii.gz,45839110,44764.76,43.7156
images\topaneu_center1_mr_670_0000.nii.gz,images,topaneu_center1_mr_670_0000.nii.gz,.nii.gz,43546037,42525.43,41.5287
images\topaneu_center1_mr_681_0000.nii.gz,images,topaneu_center1_mr_681_0000.nii.gz,.nii.gz,35863607,35023.05,34.2022
images\topaneu_center1_mr_682_0000.nii.gz,images,topaneu_center1_mr_682_0000.nii.gz,.nii.gz,52713707,51478.23,50.2717
images\topaneu_center1_mr_693_0000.nii.gz,images,topaneu_center1_mr_693_0000.nii.gz,.nii.gz,91448785,89305.45,87.2124
images\topaneu_center1_mr_694_0000.nii.gz,images,topaneu_center1_mr_694_0000.nii.gz,.nii.gz,34302285,33498.33,32.7132
images\topaneu_center1_mr_697_0000.nii.gz,images,topaneu_center1_mr_697_0000.nii.gz,.nii.gz,34641589,33829.68,33.0368
images\topaneu_center1_mr_702_0000.nii.gz,images,topaneu_center1_mr_702_0000.nii.gz,.nii.gz,41641955,40665.97,39.7129
images\topaneu_center1_mr_713_0000.nii.gz,images,topaneu_center1_mr_713_0000.nii.gz,.nii.gz,40850129,39892.7,38.9577
images\topaneu_center1_mr_720_0000.nii.gz,images,topaneu_center1_mr_720_0000.nii.gz,.nii.gz,21426063,20923.89,20.4335
images\topaneu_center1_mr_727_0000.nii.gz,images,topaneu_center1_mr_727_0000.nii.gz,.nii.gz,33406218,32623.26,31.8587
images\topaneu_center1_mr_729_0000.nii.gz,images,topaneu_center1_mr_729_0000.nii.gz,.nii.gz,37933712,37044.64,36.1764
images\topaneu_center1_mr_731_0000.nii.gz,images,topaneu_center1_mr_731_0000.nii.gz,.nii.gz,39752453,38820.75,37.9109
images\topaneu_center1_mr_732_0000.nii.gz,images,topaneu_center1_mr_732_0000.nii.gz,.nii.gz,50972151,49777.49,48.6108
images\topaneu_center1_mr_740_0000.nii.gz,images,topaneu_center1_mr_740_0000.nii.gz,.nii.gz,37681475,36798.32,35.9359
images\topaneu_center1_mr_741_0000.nii.gz,images,topaneu_center1_mr_741_0000.nii.gz,.nii.gz,82553318,80618.47,78.729
images\topaneu_center1_mr_742_0000.nii.gz,images,topaneu_center1_mr_742_0000.nii.gz,.nii.gz,34473473,33665.5,32.8765
images\topaneu_center1_mr_744_0000.nii.gz,images,topaneu_center1_mr_744_0000.nii.gz,.nii.gz,39455696,38530.95,37.6279
images\topaneu_center1_mr_750_0000.nii.gz,images,topaneu_center1_mr_750_0000.nii.gz,.nii.gz,38291296,37393.84,36.5174
images\topaneu_center1_mr_760_0000.nii.gz,images,topaneu_center1_mr_760_0000.nii.gz,.nii.gz,56406407,55084.38,53.7933
images\topaneu_center1_mr_763_0000.nii.gz,images,topaneu_center1_mr_763_0000.nii.gz,.nii.gz,35975965,35132.78,34.3094
images\topaneu_center1_mr_765_0000.nii.gz,images,topaneu_center1_mr_765_0000.nii.gz,.nii.gz,42308982,41317.37,40.349
images\topaneu_center1_mr_770_0000.nii.gz,images,topaneu_center1_mr_770_0000.nii.gz,.nii.gz,43715640,42691.05,41.6905
images\topaneu_center1_mr_772_0000.nii.gz,images,topaneu_center1_mr_772_0000.nii.gz,.nii.gz,43142796,42131.64,41.1442
images\topaneu_center1_mr_774_0000.nii.gz,images,topaneu_center1_mr_774_0000.nii.gz,.nii.gz,33858830,33065.26,32.2903
images\topaneu_center1_mr_775_0000.nii.gz,images,topaneu_center1_mr_775_0000.nii.gz,.nii.gz,39681854,38751.81,37.8436
images\topaneu_center1_mr_776_0000.nii.gz,images,topaneu_center1_mr_776_0000.nii.gz,.nii.gz,69339394,67714.25,66.1272
images\topaneu_center1_mr_788_0000.nii.gz,images,topaneu_center1_mr_788_0000.nii.gz,.nii.gz,32707415,31940.83,31.1922
images\topaneu_center1_mr_789_0000.nii.gz,images,topaneu_center1_mr_789_0000.nii.gz,.nii.gz,41923832,40941.24,39.9817
images\topaneu_center1_mr_790_0000.nii.gz,images,topaneu_center1_mr_790_0000.nii.gz,.nii.gz,46138166,45056.8,44.0008
images\topaneu_center1_mr_792_0000.nii.gz,images,topaneu_center1_mr_792_0000.nii.gz,.nii.gz,77127005,75319.34,73.554
images\topaneu_center1_mr_795_0000.nii.gz,images,topaneu_center1_mr_795_0000.nii.gz,.nii.gz,107879323,105350.9,102.8817
images\topaneu_center1_mr_797_0000.nii.gz,images,topaneu_center1_mr_797_0000.nii.gz,.nii.gz,40819447,39862.74,38.9285
images\topaneu_center1_mr_800_0000.nii.gz,images,topaneu_center1_mr_800_0000.nii.gz,.nii.gz,45661787,44591.59,43.5465
images\topaneu_center1_mr_804_0000.nii.gz,images,topaneu_center1_mr_804_0000.nii.gz,.nii.gz,37057193,36188.67,35.3405
images\topaneu_center1_mr_807_0000.nii.gz,images,topaneu_center1_mr_807_0000.nii.gz,.nii.gz,41343850,40374.85,39.4286
images\topaneu_center1_mr_810_0000.nii.gz,images,topaneu_center1_mr_810_0000.nii.gz,.nii.gz,21500907,20996.98,20.5049
images\topaneu_center1_mr_816_0000.nii.gz,images,topaneu_center1_mr_816_0000.nii.gz,.nii.gz,35623183,34788.26,33.9729
images\topaneu_center1_mr_819_0000.nii.gz,images,topaneu_center1_mr_819_0000.nii.gz,.nii.gz,40509716,39560.27,38.6331
images\topaneu_center1_mr_823_0000.nii.gz,images,topaneu_center1_mr_823_0000.nii.gz,.nii.gz,49611152,48448.39,47.3129
images\topaneu_center1_mr_840_0000.nii.gz,images,topaneu_center1_mr_840_0000.nii.gz,.nii.gz,45742008,44669.93,43.623
images\topaneu_center1_mr_842_0000.nii.gz,images,topaneu_center1_mr_842_0000.nii.gz,.nii.gz,40612306,39660.46,38.7309
images\topaneu_center1_mr_848_0000.nii.gz,images,topaneu_center1_mr_848_0000.nii.gz,.nii.gz,74525228,72778.54,71.0728
images\topaneu_center1_mr_850_0000.nii.gz,images,topaneu_center1_mr_850_0000.nii.gz,.nii.gz,41198470,40232.88,39.2899
images\topaneu_center1_mr_871_0000.nii.gz,images,topaneu_center1_mr_871_0000.nii.gz,.nii.gz,106751567,104249.58,101.8062
images\topaneu_center1_mr_877_0000.nii.gz,images,topaneu_center1_mr_877_0000.nii.gz,.nii.gz,43204034,42191.44,41.2026
images\topaneu_center1_mr_891_0000.nii.gz,images,topaneu_center1_mr_891_0000.nii.gz,.nii.gz,49474147,48314.6,47.1822
images\topaneu_center1_mr_892_0000.nii.gz,images,topaneu_center1_mr_892_0000.nii.gz,.nii.gz,37392562,36516.17,35.6603
images\topaneu_center1_mr_895_0000.nii.gz,images,topaneu_center1_mr_895_0000.nii.gz,.nii.gz,83846051,81880.91,79.9618
images\topaneu_center1_mr_896_0000.nii.gz,images,topaneu_center1_mr_896_0000.nii.gz,.nii.gz,39657531,38728.06,37.8204
images\topaneu_center1_mr_902_0000.nii.gz,images,topaneu_center1_mr_902_0000.nii.gz,.nii.gz,52218804,50994.93,49.7997
images\topaneu_center1_mr_909_0000.nii.gz,images,topaneu_center1_mr_909_0000.nii.gz,.nii.gz,38730591,37822.84,36.9364
images\topaneu_center1_mr_910_0000.nii.gz,images,topaneu_center1_mr_910_0000.nii.gz,.nii.gz,41140433,40176.2,39.2346
images\topaneu_center1_mr_911_0000.nii.gz,images,topaneu_center1_mr_911_0000.nii.gz,.nii.gz,41433101,40462.01,39.5137
images\topaneu_center1_mr_917_0000.nii.gz,images,topaneu_center1_mr_917_0000.nii.gz,.nii.gz,30934518,30209.49,29.5015
images\topaneu_center1_mr_920_0000.nii.gz,images,topaneu_center1_mr_920_0000.nii.gz,.nii.gz,60966620,59537.71,58.1423
images\topaneu_center1_mr_921_0000.nii.gz,images,topaneu_center1_mr_921_0000.nii.gz,.nii.gz,37802207,36916.22,36.051
images\topaneu_center1_mr_922_0000.nii.gz,images,topaneu_center1_mr_922_0000.nii.gz,.nii.gz,32366946,31608.35,30.8675
images\topaneu_center1_mr_924_0000.nii.gz,images,topaneu_center1_mr_924_0000.nii.gz,.nii.gz,44785725,43736.06,42.711
images\topaneu_center1_mr_926_0000.nii.gz,images,topaneu_center1_mr_926_0000.nii.gz,.nii.gz,30801887,30079.97,29.375
images\topaneu_center1_mr_928_0000.nii.gz,images,topaneu_center1_mr_928_0000.nii.gz,.nii.gz,71952650,70266.26,68.6194
images\topaneu_center1_mr_939_0000.nii.gz,images,topaneu_center1_mr_939_0000.nii.gz,.nii.gz,40895265,39936.78,39.0008
images\topaneu_center1_mr_940_0000.nii.gz,images,topaneu_center1_mr_940_0000.nii.gz,.nii.gz,46143750,45062.26,44.0061
images\topaneu_center1_mr_942_0000.nii.gz,images,topaneu_center1_mr_942_0000.nii.gz,.nii.gz,45110644,44053.36,43.0209
images\topaneu_center1_mr_944_0000.nii.gz,images,topaneu_center1_mr_944_0000.nii.gz,.nii.gz,41226487,40260.24,39.3166
images\topaneu_center1_mr_959_0000.nii.gz,images,topaneu_center1_mr_959_0000.nii.gz,.nii.gz,36440656,35586.58,34.7525
images\topaneu_center1_mr_961_0000.nii.gz,images,topaneu_center1_mr_961_0000.nii.gz,.nii.gz,38896032,37984.41,37.0941
images\topaneu_center1_mr_975_0000.nii.gz,images,topaneu_center1_mr_975_0000.nii.gz,.nii.gz,39020759,38106.21,37.2131
images\topaneu_center1_mr_981_0000.nii.gz,images,topaneu_center1_mr_981_0000.nii.gz,.nii.gz,37836423,36949.63,36.0836
images\topaneu_center1_mr_991_0000.nii.gz,images,topaneu_center1_mr_991_0000.nii.gz,.nii.gz,85237097,83239.35,81.2884
images\topaneu_center2_ct_105_0000.nii.gz,images,topaneu_center2_ct_105_0000.nii.gz,.nii.gz,29263462,28577.6,27.9078
images\topaneu_center2_ct_107_0000.nii.gz,images,topaneu_center2_ct_107_0000.nii.gz,.nii.gz,26000868,25391.47,24.7964
images\topaneu_center2_ct_108_0000.nii.gz,images,topaneu_center2_ct_108_0000.nii.gz,.nii.gz,31049656,30321.93,29.6113
images\topaneu_center2_ct_109_0000.nii.gz,images,topaneu_center2_ct_109_0000.nii.gz,.nii.gz,17999440,17577.58,17.1656
images\topaneu_center2_ct_112_0000.nii.gz,images,topaneu_center2_ct_112_0000.nii.gz,.nii.gz,19590548,19131.39,18.683
images\topaneu_center2_ct_113_0000.nii.gz,images,topaneu_center2_ct_113_0000.nii.gz,.nii.gz,27135266,26499.28,25.8782
images\topaneu_center2_ct_118_0000.nii.gz,images,topaneu_center2_ct_118_0000.nii.gz,.nii.gz,29058900,28377.83,27.7127
images\topaneu_center2_ct_119_0000.nii.gz,images,topaneu_center2_ct_119_0000.nii.gz,.nii.gz,29206746,28522.21,27.8537
images\topaneu_center2_ct_120_0000.nii.gz,images,topaneu_center2_ct_120_0000.nii.gz,.nii.gz,30265898,29556.54,28.8638
images\topaneu_center2_ct_125_0000.nii.gz,images,topaneu_center2_ct_125_0000.nii.gz,.nii.gz,31151566,30421.45,29.7084
images\topaneu_center2_ct_126_0000.nii.gz,images,topaneu_center2_ct_126_0000.nii.gz,.nii.gz,13575746,13257.56,12.9468
images\topaneu_center2_ct_127_0000.nii.gz,images,topaneu_center2_ct_127_0000.nii.gz,.nii.gz,25470188,24873.23,24.2903
images\topaneu_center2_ct_128_0000.nii.gz,images,topaneu_center2_ct_128_0000.nii.gz,.nii.gz,22648372,22117.55,21.5992
images\topaneu_center2_ct_130_0000.nii.gz,images,topaneu_center2_ct_130_0000.nii.gz,.nii.gz,23375650,22827.78,22.2928
images\topaneu_center2_ct_134_0000.nii.gz,images,topaneu_center2_ct_134_0000.nii.gz,.nii.gz,17779844,17363.13,16.9562
images\topaneu_center2_ct_137_0000.nii.gz,images,topaneu_center2_ct_137_0000.nii.gz,.nii.gz,33048096,32273.53,31.5171
images\topaneu_center2_ct_138_0000.nii.gz,images,topaneu_center2_ct_138_0000.nii.gz,.nii.gz,35771281,34932.89,34.1142
images\topaneu_center2_ct_141_0000.nii.gz,images,topaneu_center2_ct_141_0000.nii.gz,.nii.gz,81077514,79177.26,77.3215
images\topaneu_center2_ct_142_0000.nii.gz,images,topaneu_center2_ct_142_0000.nii.gz,.nii.gz,35494857,34662.95,33.8505
images\topaneu_center2_ct_144_0000.nii.gz,images,topaneu_center2_ct_144_0000.nii.gz,.nii.gz,42122255,41135.01,40.1709
images\topaneu_center2_ct_147_0000.nii.gz,images,topaneu_center2_ct_147_0000.nii.gz,.nii.gz,50321481,49142.07,47.9903
images\topaneu_center2_ct_150_0000.nii.gz,images,topaneu_center2_ct_150_0000.nii.gz,.nii.gz,33468812,32684.39,31.9183
images\topaneu_center2_ct_154_0000.nii.gz,images,topaneu_center2_ct_154_0000.nii.gz,.nii.gz,85832269,83820.58,81.856
images\topaneu_center2_ct_156_0000.nii.gz,images,topaneu_center2_ct_156_0000.nii.gz,.nii.gz,24085640,23521.13,22.9699
images\topaneu_center2_ct_160_0000.nii.gz,images,topaneu_center2_ct_160_0000.nii.gz,.nii.gz,26098944,25487.25,24.8899
images\topaneu_center2_ct_161_0000.nii.gz,images,topaneu_center2_ct_161_0000.nii.gz,.nii.gz,27568838,26922.69,26.2917
images\topaneu_center2_ct_162_0000.nii.gz,images,topaneu_center2_ct_162_0000.nii.gz,.nii.gz,21130982,20635.72,20.1521
images\topaneu_center2_ct_163_0000.nii.gz,images,topaneu_center2_ct_163_0000.nii.gz,.nii.gz,23279433,22733.82,22.201
images\topaneu_center2_ct_164_0000.nii.gz,images,topaneu_center2_ct_164_0000.nii.gz,.nii.gz,25278131,24685.67,24.1071
images\topaneu_center2_ct_165_0000.nii.gz,images,topaneu_center2_ct_165_0000.nii.gz,.nii.gz,20296736,19821.03,19.3565
images\topaneu_center2_ct_166_0000.nii.gz,images,topaneu_center2_ct_166_0000.nii.gz,.nii.gz,27097604,26462.5,25.8423
images\topaneu_center2_ct_167_0000.nii.gz,images,topaneu_center2_ct_167_0000.nii.gz,.nii.gz,19861801,19396.29,18.9417
images\topaneu_center2_ct_169_0000.nii.gz,images,topaneu_center2_ct_169_0000.nii.gz,.nii.gz,37336034,36460.97,35.6064
images\topaneu_center2_ct_170_0000.nii.gz,images,topaneu_center2_ct_170_0000.nii.gz,.nii.gz,35196990,34372.06,33.5665
images\topaneu_center2_ct_171_0000.nii.gz,images,topaneu_center2_ct_171_0000.nii.gz,.nii.gz,24447192,23874.21,23.3147
images\topaneu_center2_ct_172_0000.nii.gz,images,topaneu_center2_ct_172_0000.nii.gz,.nii.gz,31007831,30281.08,29.5714
images\topaneu_center2_ct_173_0000.nii.gz,images,topaneu_center2_ct_173_0000.nii.gz,.nii.gz,28914833,28237.14,27.5753
images\topaneu_center2_ct_174_0000.nii.gz,images,topaneu_center2_ct_174_0000.nii.gz,.nii.gz,19146628,18697.88,18.2596
images\topaneu_center2_ct_175_0000.nii.gz,images,topaneu_center2_ct_175_0000.nii.gz,.nii.gz,30080995,29375.97,28.6875
images\topaneu_center2_ct_184_0000.nii.gz,images,topaneu_center2_ct_184_0000.nii.gz,.nii.gz,33994919,33198.16,32.4201
images\topaneu_center2_ct_189_0000.nii.gz,images,topaneu_center2_ct_189_0000.nii.gz,.nii.gz,31927377,31179.08,30.4483
images\topaneu_center2_ct_190_0000.nii.gz,images,topaneu_center2_ct_190_0000.nii.gz,.nii.gz,24121513,23556.17,23.0041
images\topaneu_center2_ct_191_0000.nii.gz,images,topaneu_center2_ct_191_0000.nii.gz,.nii.gz,34061205,33262.9,32.4833
images\topaneu_center2_ct_192_0000.nii.gz,images,topaneu_center2_ct_192_0000.nii.gz,.nii.gz,69973757,68333.75,66.7322
images\topaneu_center2_ct_193_0000.nii.gz,images,topaneu_center2_ct_193_0000.nii.gz,.nii.gz,76677388,74880.26,73.1253
images\topaneu_center2_ct_196_0000.nii.gz,images,topaneu_center2_ct_196_0000.nii.gz,.nii.gz,29987120,29284.3,28.5979
images\topaneu_center2_ct_197_0000.nii.gz,images,topaneu_center2_ct_197_0000.nii.gz,.nii.gz,28639277,27968.04,27.3125
images\topaneu_center2_mr_002_0000.nii.gz,images,topaneu_center2_mr_002_0000.nii.gz,.nii.gz,42614705,41615.92,40.6405
images\topaneu_center2_mr_004_0000.nii.gz,images,topaneu_center2_mr_004_0000.nii.gz,.nii.gz,36337129,35485.48,34.6538
images\topaneu_center2_mr_007_0000.nii.gz,images,topaneu_center2_mr_007_0000.nii.gz,.nii.gz,38701812,37794.74,36.9089
images\topaneu_center2_mr_010_0000.nii.gz,images,topaneu_center2_mr_010_0000.nii.gz,.nii.gz,36950498,36084.47,35.2387
images\topaneu_center2_mr_011_0000.nii.gz,images,topaneu_center2_mr_011_0000.nii.gz,.nii.gz,24763325,24182.93,23.6161
images\topaneu_center2_mr_012_0000.nii.gz,images,topaneu_center2_mr_012_0000.nii.gz,.nii.gz,44311215,43272.67,42.2585
images\topaneu_center2_mr_016_0000.nii.gz,images,topaneu_center2_mr_016_0000.nii.gz,.nii.gz,42144417,41156.66,40.192
images\topaneu_center2_mr_017_0000.nii.gz,images,topaneu_center2_mr_017_0000.nii.gz,.nii.gz,37957993,37068.35,36.1996
images\topaneu_center2_mr_018_0000.nii.gz,images,topaneu_center2_mr_018_0000.nii.gz,.nii.gz,37800850,36914.89,36.0497
images\topaneu_center2_mr_019_0000.nii.gz,images,topaneu_center2_mr_019_0000.nii.gz,.nii.gz,39624902,38696.19,37.7893
images\topaneu_center2_mr_020_0000.nii.gz,images,topaneu_center2_mr_020_0000.nii.gz,.nii.gz,44204049,43168.02,42.1563
images\topaneu_center2_mr_025_0000.nii.gz,images,topaneu_center2_mr_025_0000.nii.gz,.nii.gz,33745581,32954.67,32.1823
images\topaneu_center2_mr_028_0000.nii.gz,images,topaneu_center2_mr_028_0000.nii.gz,.nii.gz,33164654,32387.36,31.6283
images\topaneu_center2_mr_029_0000.nii.gz,images,topaneu_center2_mr_029_0000.nii.gz,.nii.gz,32738567,31971.26,31.2219
images\topaneu_center2_mr_031_0000.nii.gz,images,topaneu_center2_mr_031_0000.nii.gz,.nii.gz,31031654,30304.35,29.5941
images\topaneu_center2_mr_032_0000.nii.gz,images,topaneu_center2_mr_032_0000.nii.gz,.nii.gz,37209421,36337.33,35.4857
images\topaneu_center2_mr_034_0000.nii.gz,images,topaneu_center2_mr_034_0000.nii.gz,.nii.gz,32738491,31971.18,31.2219
images\topaneu_center2_mr_035_0000.nii.gz,images,topaneu_center2_mr_035_0000.nii.gz,.nii.gz,34444563,33637.27,32.8489
images\topaneu_center2_mr_038_0000.nii.gz,images,topaneu_center2_mr_038_0000.nii.gz,.nii.gz,35207890,34382.71,33.5769
images\topaneu_center2_mr_042_0000.nii.gz,images,topaneu_center2_mr_042_0000.nii.gz,.nii.gz,40180296,39238.57,38.3189
images\topaneu_center2_mr_044_0000.nii.gz,images,topaneu_center2_mr_044_0000.nii.gz,.nii.gz,33863275,33069.6,32.2945
images\topaneu_center2_mr_047_0000.nii.gz,images,topaneu_center2_mr_047_0000.nii.gz,.nii.gz,41395853,40425.64,39.4782
images\topaneu_center2_mr_048_0000.nii.gz,images,topaneu_center2_mr_048_0000.nii.gz,.nii.gz,32106816,31354.31,30.6194
images\topaneu_center2_mr_049_0000.nii.gz,images,topaneu_center2_mr_049_0000.nii.gz,.nii.gz,35011803,34191.21,33.3899
images\topaneu_center2_mr_050_0000.nii.gz,images,topaneu_center2_mr_050_0000.nii.gz,.nii.gz,35579749,34745.85,33.9315
images\topaneu_center2_mr_051_0000.nii.gz,images,topaneu_center2_mr_051_0000.nii.gz,.nii.gz,38136496,37242.67,36.3698
images\topaneu_center2_mr_054_0000.nii.gz,images,topaneu_center2_mr_054_0000.nii.gz,.nii.gz,35665329,34829.42,34.0131
images\topaneu_center2_mr_055_0000.nii.gz,images,topaneu_center2_mr_055_0000.nii.gz,.nii.gz,35097749,34275.15,33.4718
images\topaneu_center2_mr_056_0000.nii.gz,images,topaneu_center2_mr_056_0000.nii.gz,.nii.gz,43373195,42356.64,41.3639
images\topaneu_center2_mr_057_0000.nii.gz,images,topaneu_center2_mr_057_0000.nii.gz,.nii.gz,31422970,30686.49,29.9673
images\topaneu_center2_mr_058_0000.nii.gz,images,topaneu_center2_mr_058_0000.nii.gz,.nii.gz,51336744,50133.54,48.9585
images\topaneu_center2_mr_069_0000.nii.gz,images,topaneu_center2_mr_069_0000.nii.gz,.nii.gz,37617726,36736.06,35.8751
images\topaneu_center2_mr_074_0000.nii.gz,images,topaneu_center2_mr_074_0000.nii.gz,.nii.gz,33997621,33200.8,32.4227
images\topaneu_center2_mr_077_0000.nii.gz,images,topaneu_center2_mr_077_0000.nii.gz,.nii.gz,36446855,35592.63,34.7584
images\topaneu_center2_mr_078_0000.nii.gz,images,topaneu_center2_mr_078_0000.nii.gz,.nii.gz,32440459,31680.14,30.9376
images\topaneu_center2_mr_079_0000.nii.gz,images,topaneu_center2_mr_079_0000.nii.gz,.nii.gz,37641472,36759.25,35.8977
images\topaneu_center2_mr_080_0000.nii.gz,images,topaneu_center2_mr_080_0000.nii.gz,.nii.gz,43774480,42748.52,41.7466
images\topaneu_center2_mr_083_0000.nii.gz,images,topaneu_center2_mr_083_0000.nii.gz,.nii.gz,34627748,33816.16,33.0236
images\topaneu_center2_mr_085_0000.nii.gz,images,topaneu_center2_mr_085_0000.nii.gz,.nii.gz,38773359,37864.61,36.9772
images\topaneu_center2_mr_086_0000.nii.gz,images,topaneu_center2_mr_086_0000.nii.gz,.nii.gz,37861527,36974.15,36.1076
